time;arousal;angry;disgusted;neutral;sad_x;scared;surprised;valence;edp-anticipation;edp-concentrated;edp-confident;edp-distress;edp-emotional;edp-energetic;edp-hesitation;edp-passionate;edp-stressful;edp-thoughtful;edp-uneasy;emotionplayer-aggression;emotionplayer-energy;emotionplayer-risk;emotionplayer-stress;jq;jqcl;lva-cognitivestress;lva-emotionstress;lva-energystress;lva-globalstress;lva-mentaleffort;lva-sosstress;sos;vol1;vol2;anticipation;atmosphere;cognitivehighlowbalance;concentration;emotionbalance;emotioncognitiveratio;emotionenergybalance;energy;excitement;extremeemotion;hesitation;imagination;mentaleffort;offlinelva-cognitivestress;offlinelva-emotionstress;offlinelva-frgstress;offlinelva-globalstress;offlinelva-riskprobability;offlinelva-riskstress;offlinelva-subjectiveeffortlevel;offlinelva-value;onlinelva;overallcognitiveactivity;oz1;oz2;riskoz;stress;uncertainty;uneasy;voiceenergy;ee_garso_lygis;ee_hih_2;ee_lux_2;ee_saltos_spalvos_kiekis;ee_siltos_spalvos_kiekis;ee_tmp_2;steinel_abs_air_pressure;steinel_abs_air_pressure_2;steinel_co2;steinel_co2_2;steinel_dptmp_2;steinel_hih_2;steinel_lux_2;steinel_rel_air_pressure_2;steinel_tmp_2;steinel_voc_2;breath;heart
2025-11-08 08:07:42;0,2756991;0,02009144;0,000114434;0,6762071;0,001630219;0,01978743;0,323493;-0,0200226;15;58;44;1;18;23;41;13;46;39;10;0;51;113;77;33;53;93;97;89;70;78;96;94;227;87;0;7;80;12;41;98;14;3;11;4;18;2;8;102;107;81;132;26;109;93;6;7;778;0;0;54;9;17;0;13;47;40,8;9;13,68;70,23;25,09;99280;100504;458,61;612,65;10,59;47,91;0,1;101323;22,63;2;12;76
2025-11-08 08:07:43;0,2917916;0,02455998;9,50052E-05;0,719742;0,00153277;0,01753684;0,3143459;-0,02451102;13;58;45;1;36;32;41;3;54;35;12;5;23;233;77;32;44;90;92;71;99;108;102;95;264;66;1;9;87;13;20;99;8;3;8;2;15;1;2;106;108;76;100;5;102;94;9;3;962;1;2;86;8;19;0;6;47;40,8;8;13,48;21,13;24,7;99395;100510;451,03;686,4;10,94;48,92;0,12;101329;21,8;1;11;75
2025-11-08 08:07:44;0,2977252;0,04213183;0,000434266;0,6991753;0,00460565;0,02067924;0,2493652;-0,04206018;8;51;52;0;42;26;40;1;44;38;24;2;36;131;72;23;52;90;106;109;103;105;84;84;624;66;1;7;67;2;44;62;13;3;10;6;17;0;7;102;104;83;132;26;112;104;4;2;814;0;0;27;7;16;2;9;49;40,8;9;18,3;50,38;24,87;99194;100510;485,12;632,81;10,76;48,77;0,24;101326;22,31;1;13;78
2025-11-08 08:07:45;0,3135433;0,07317439;0,000456689;0,7304193;0,002252287;0,01061294;0,2292006;-0,07278598;18;51;43;0;23;23;43;2;54;34;11;5;49;0;112;29;43;106;101;101;112;98;105;82;531;94;0;4;66;5;40;89;18;6;8;1;19;4;9;104;98;112;123;14;104;101;7;6;838;1;2;49;8;16;0;10;48;40,8;8;3,21;35,6;25,13;99577;100513;491,38;627,55;10,83;49,36;0,15;101324;21,83;2;11;77
2025-11-08 08:07:46;0,3341032;0,06023453;0,000468195;0,7072938;0,003900901;0,009081325;0,2739423;-0,06002789;8;34;49;1;15;11;41;10;41;42;24;7;26;97;76;14;43;91;98;81;101;101;96;91;503;99;0;2;64;16;23;50;10;4;18;5;15;2;3;98;104;95;131;29;102;97;9;3;821;2;0;38;5;14;0;11;48;40,8;9;14,81;41,75;24,62;99226;100512;462,62;661,87;10,62;48,03;0,09;101324;21,93;1;15;76
2025-11-08 08:07:47;0,3195729;0,05274643;0,00021281;0,668424;0,001567122;0,008418257;0,3315666;-0,05252741;4;62;45;1;29;9;39;11;47;27;20;7;55;179;112;15;53;91;91;76;76;87;86;84;302;70;1;8;70;16;28;86;17;3;14;8;19;2;7;96;105;81;131;29;103;91;2;2;881;1;2;52;11;18;0;5;48;40,8;8;0,69;17,58;24,52;99853;100507;493,8;688,62;10,85;47,9;0,24;101332;22,85;1;15;70
2025-11-08 08:07:48;0,3005112;0,04041521;7,75213E-05;0,6677954;0,000759019;0,01021213;0,3855254;-0,04027471;10;34;46;1;29;22;36;2;65;38;10;3;50;144;117;15;43;106;93;95;75;85;90;100;522;69;1;3;76;7;43;77;18;4;14;1;17;3;3;101;99;99;125;22;106;89;2;6;759;2;1;15;3;19;1;13;48;40,8;9;20,62;27,26;25,15;99359;100513;468,44;648,26;10,98;48,87;0,08;101326;22,86;2;12;73
2025-11-08 08:07:49;0,2902382;0,07028662;5,36273E-05;0,7185065;0,001138392;0,006399389;0,3216056;-0,07015665;6;44;47;0;40;34;37;13;45;41;23;7;55;44;79;15;47;101;92;72;111;93;95;82;207;71;0;10;75;9;33;101;18;6;8;1;18;1;8;107;100;113;103;15;107;100;5;5;955;1;2;49;7;14;1;12;48;40,8;8;2,39;59,2;25,27;99837;100503;459;640,12;10,61;47,78;0,01;101325;22,33;2;15;83
2025-11-08 08:07:50;0,2795937;0,1002539;5,21813E-05;0,745881;0,001109967;0,005213797;0,2782227;-0,100123;12;54;42;1;36;21;41;10;71;37;22;5;55;1;93;15;50;91;103;107;71;88;104;98;309;80;0;2;64;13;40;41;14;8;9;6;19;4;7;104;106;100;101;13;108;112;6;7;655;2;0;30;10;19;0;5;49;40,8;9;0,41;28,49;24,61;99667;100514;474,54;689,71;10,57;47,91;0,01;101330;21,66;2;12;76
2025-11-08 08:07:51;0,2710666;0,06326634;5,1974E-05;0,833814;0,001355792;0,006118405;0,1365274;-0,06314315;17;58;49;0;38;19;36;16;48;42;22;7;64;168;47;28;44;96;103;110;108;105;94;86;323;65;1;8;84;15;40;35;18;7;8;6;15;4;6;98;101;91;124;32;116;90;9;2;699;2;1;57;7;17;0;8;47;40,8;9;6,82;8,26;25,14;99876;100507;449,2;617,62;10,82;49,14;0,21;101328;22,67;2;11;76
2025-11-08 08:07:52;0,264233;0,09855276;0,000259375;0,6767687;0,008526776;0,00903447;0,04007801;-0,09831416;17;40;34;0;38;31;42;8;44;32;9;7;32;177;99;29;50;95;107;99;86;106;90;98;633;67;0;10;70;14;28;41;10;8;17;7;18;1;5;102;98;106;107;23;116;103;4;0;741;2;1;79;7;18;0;5;49;40,8;9;3,29;40,88;24,8;99282;100510;453,65;617,47;10,66;48,47;0,09;101326;22,86;1;11;82
2025-11-08 08:07:53;0,259477;0,1328826;0,000241966;0,7183829;0,00827266;0,01486246;0,0281286;-0,132726;10;56;36;0;27;15;37;11;61;28;17;6;48;185;73;30;43;99;97;101;84;101;94;97;530;68;0;8;88;6;30;83;16;9;12;1;17;2;5;98;100;113;104;15;110;88;2;7;967;2;1;54;7;19;2;4;49;40,8;9;15,02;42,94;25;99791;100509;456,82;609,29;10,93;47,97;0,19;101331;22,42;2;16;79
2025-11-08 08:07:54;0,2580912;0,1176142;0,000217028;0,6891423;0,007306765;0,0124647;0,02147402;-0,1174608;10;49;38;0;18;29;35;6;56;33;23;6;56;146;110;32;51;102;99;109;109;97;94;81;453;83;0;9;62;12;41;51;11;7;7;1;16;4;3;101;105;112;103;28;107;104;7;2;763;2;1;62;3;15;0;13;49;40,8;9;8,93;39,56;25,01;99438;100511;487,21;675,36;10,93;48,27;0,01;101322;22,46;1;16;81
2025-11-08 08:07:55;0,2594836;0,0830664;0,000186915;0,6972365;0,01076426;0,009427953;0,01803019;-0,08284521;16;44;29;1;17;31;43;12;63;33;18;1;23;75;90;25;52;99;97;79;76;90;110;97;691;74;0;8;79;11;41;85;10;6;11;3;17;0;4;98;99;76;121;7;108;100;2;5;790;0;1;71;2;17;2;7;47;40,8;8;16,86;49,42;24,96;99765;100511;489,76;588,42;11,08;49,2;0,22;101330;21,83;1;11;70
2025-11-08 08:07:56;0,2593397;0,08500613;0,000120708;0,6245246;0,01235239;0,005787302;0,05768634;-0,0847924;8;45;37;1;34;28;36;4;42;41;22;7;48;162;108;16;43;102;99;70;114;93;96;84;425;83;1;10;88;4;28;56;11;3;7;4;16;3;0;106;103;109;110;15;109;112;7;0;902;1;2;79;5;15;1;14;47;40,8;9;20,02;39,88;24,71;99186;100512;499,8;671,84;10,99;48,72;0,09;101323;21,69;2;12;83
2025-11-08 08:07:57;0,2558976;0,0621729;0,000154864;0,7072747;0,004832739;0,01440778;0,1867215;-0,06202077;10;60;32;1;22;15;36;18;38;28;12;6;36;206;103;19;54;91;91;88;86;83;106;87;640;66;0;2;85;3;35;91;18;8;8;2;17;4;4;101;97;97;132;8;104;98;10;7;883;0;0;70;8;19;1;7;48;40,8;8;18,98;69,09;25,14;99322;100513;483,33;658,06;10,94;49,04;0,02;101322;22,81;1;11;82
2025-11-08 08:07:58;0,2534575;0,05542253;0,000295735;0,7129701;0,002844853;0,01612801;0,2283644;-0,05529785;11;35;35;0;25;29;35;18;51;28;11;4;23;161;70;27;45;100;91;97;85;107;91;89;584;64;0;2;81;12;34;66;10;6;16;5;19;0;5;99;104;75;119;17;109;113;4;6;735;0;1;15;8;16;1;7;49;40,8;9;16;33,47;24,53;99458;100508;490,78;614,93;10,74;48,78;0,09;101330;21,97;1;11;79
2025-11-08 08:07:59;0,2528262;0,07886344;0,00029196;0,6750085;0,004913202;0,01342309;0,09349231;-0,07868407;5;47;51;0;15;33;35;4;65;26;4;5;54;178;95;28;49;104;96;82;79;102;84;96;563;86;1;5;78;3;34;47;15;5;19;1;19;1;9;107;102;101;121;8;116;104;9;6;692;1;1;34;10;17;1;8;48;40,8;8;1,35;51,36;24,56;99323;100512;465,43;643,87;11,07;48,73;0,09;101323;21,94;2;17;76
2025-11-08 08:08:00;0,2999225;0,07775418;0,000176733;0,6526317;0,005563981;0,02056125;0,08471142;-0,07757608;10;40;41;0;16;14;38;26;38;37;20;6;51;68;70;29;53;98;94;80;113;85;98;82;243;66;0;8;60;7;22;100;14;9;15;5;18;1;2;95;105;84;127;7;109;109;4;7;697;1;0;85;9;14;2;10;47;40,8;9;3;31,79;25,2;99857;100513;486,69;644,15;11;47,97;0,09;101330;22,49;2;13;77
2025-11-08 08:08:01;0,295664;0,05549075;0,00078654;0,660603;0,01423659;0,01550179;0,03962724;-0,05521443;13;36;31;0;31;21;44;21;42;42;24;7;35;194;109;25;53;103;93;99;107;97;107;94;556;86;0;2;79;3;23;55;16;4;11;4;15;1;3;98;101;110;115;19;105;89;2;5;861;1;2;25;12;18;0;13;47;40,8;9;4,51;21,12;24,85;99409;100510;441,46;682,68;10,98;49,35;0,17;101328;22,91;2;11;70
2025-11-08 08:08:02;0,2842674;0,05686642;0,001371387;0,7960929;0,01047149;0,006526129;0,03970863;-0,05582103;4;59;45;0;30;28;41;21;49;30;9;1;24;95;83;27;45;106;102;83;66;103;89;85;708;66;0;8;78;1;34;66;8;6;19;0;18;2;4;100;96;105;117;21;106;103;3;7;742;2;2;90;5;14;0;7;47;40,8;8;7,07;50,23;24,61;99525;100506;445,89;602,29;10,89;49,15;0,06;101328;22,71;2;15;75
2025-11-08 08:08:03;0,2842674;0,05686642;0,001371387;0,7960929;0,01047149;0,006526129;0,03970863;-0,05582103;4;59;45;0;30;28;41;21;49;30;9;1;24;95;83;27;45;106;102;83;66;103;89;85;708;66;0;8;78;1;34;66;8;6;19;0;18;2;4;100;96;105;117;21;106;103;3;7;742;2;2;90;5;14;0;7;47;40,8;8;7,07;50,23;24,61;99525;100506;445,89;602,29;10,89;49,15;0,06;101328;22,71;2;15;75
2025-11-08 08:08:04;0,2636053;0,01149265;0,00247285;0,9251645;0,005253013;0,000178618;0,01858965;0,000183166;10;56;39;1;26;18;42;12;57;29;20;6;54;210;110;33;47;102;104;90;89;109;106;81;509;96;1;6;91;3;38;80;12;5;14;0;19;1;0;103;97;84;115;26;116;102;5;6;748;1;0;81;10;18;0;4;47;40,8;9;14,4;59,38;25,21;99902;100508;461,55;590,09;11,17;47,83;0,16;101323;21,89;1;12;74
2025-11-08 08:08:05;0,2589237;0,05537602;0,000817273;0,7996517;0,01165169;0,01517004;0,01323919;-0,05295351;9;60;50;1;16;28;38;24;38;29;13;4;57;174;105;25;43;104;93;103;93;85;105;98;425;64;0;2;64;16;22;90;16;6;10;7;18;1;7;101;106;95;109;13;110;112;5;3;839;2;0;45;11;16;2;4;49;40,8;8;11,43;57,69;25,15;99434;100514;456,32;623,23;11,03;49,15;0,15;101329;22,7;1;13;82
2025-11-08 08:08:06;0,2575168;0,1547174;0,000483531;0,7407628;0,02062407;0,02225137;0,008837805;-0,1524719;11;43;33;1;35;33;39;6;48;28;21;0;41;86;64;29;54;106;102;102;116;99;96;85;559;90;0;8;87;7;40;51;8;2;18;0;17;1;5;96;110;109;133;21;101;91;2;5;914;2;0;53;3;16;0;12;48;40,8;8;6,82;29,66;24,77;99475;100502;474,18;600,59;10,84;48,52;0,23;101332;21,98;1;16;76
2025-11-08 08:08:07;0,2782043;0,1086382;0,000356259;0,7763203;0,01930949;0,02036227;0,01442208;-0,1070268;14;44;35;1;22;18;37;21;73;27;6;6;46;48;76;19;52;101;95;78;88;81;94;98;544;83;1;6;85;2;25;65;16;9;9;6;18;0;8;96;103;79;120;33;105;94;10;3;927;2;1;43;11;15;2;5;47;40,8;9;3,77;36,2;24,54;99361;100510;486,5;624,42;10,63;49,39;0,02;101331;21,82;2;14;83
2025-11-08 08:08:08;0,2900529;0,1085696;8,97464E-05;0,7469991;0,0060096;0,01601076;0,08774489;-0,1078507;4;58;31;1;36;14;41;6;38;29;14;7;30;206;58;20;54;94;104;97;111;98;100;94;645;91;0;5;82;15;19;55;11;9;15;8;17;2;10;107;99;73;108;9;113;101;2;5;838;2;2;52;4;19;0;13;48;40,8;9;19,84;45,92;24,86;99694;100503;487,32;646,84;11,07;48,7;0,08;101326;22,3;1;12;83
2025-11-08 08:08:09;0,3231501;0,1683245;7,26583E-05;0,6230669;0,007688382;0,02523697;0,1026498;-0,1676058;3;60;30;1;17;27;35;13;51;36;3;7;56;31;79;21;46;102;91;92;101;79;83;94;642;75;1;8;76;3;23;71;14;5;13;7;15;1;2;99;100;82;101;33;107;102;7;2;840;2;2;31;8;18;2;6;47;40,8;8;7,45;17,55;24,64;99396;100502;441,37;610,45;11,14;49,12;0,08;101327;21,7;2;15;76
2025-11-08 08:08:10;0,324829;0,202962;3,6287E-05;0,6902418;0,004875295;0,02767414;0,08940167;-0,20246;4;57;31;1;38;28;37;19;62;29;25;1;59;157;104;30;50;92;103;107;116;102;98;84;260;69;0;5;77;9;24;53;15;5;19;1;19;0;1;98;104;91;125;26;102;89;10;3;929;2;0;46;6;15;1;11;48;40,8;9;7,71;47,75;24,95;99569;100508;509,02;670,71;10,84;48,16;0;101326;21,73;2;12;78
2025-11-08 08:08:11;0,3430351;0,1114984;2,07538E-05;0,8098928;0,002170454;0,01482659;0,108917;-0,1109286;19;62;48;1;15;33;32;20;46;41;6;0;42;181;56;26;48;92;95;71;80;89;92;89;369;87;0;4;89;4;33;81;11;6;10;0;15;2;5;100;110;95;103;24;115;108;6;7;697;2;2;42;6;15;0;14;48;40,8;9;16,79;51,85;25,14;99215;100504;428,29;595,74;10,84;48,94;0,08;101331;22,52;1;16;81
2025-11-08 08:08:12;0,3482268;0,08414979;1,5446E-05;0,8136286;0,001732832;0,0111229;0,1535575;-0,08321308;4;53;31;0;23;22;36;6;38;36;1;3;39;148;75;17;45;94;107;71;82;98;85;88;459;67;1;9;92;5;32;93;7;2;13;8;19;0;8;101;98;105;126;30;107;94;11;2;853;2;1;87;9;16;2;13;47;40,8;9;15,68;57,21;24,81;99576;100502;435,51;627,83;10,98;48,95;0,12;101323;22,69;1;15;81
2025-11-08 08:08:13;0,3315193;0,1000606;0,001293629;0,7775225;0,005065103;0,007230991;0,1258955;-0,09923463;14;58;40;1;17;15;44;16;59;40;5;2;65;66;89;15;52;102;102;84;115;95;105;97;200;84;1;9;73;3;36;60;17;4;14;6;15;1;7;99;101;82;105;24;115;109;3;6;711;2;0;92;5;18;2;9;47;40,8;8;13,99;5,36;24,53;99149;100512;440,07;681,84;11;48,1;0,22;101330;22,55;1;15;78
2025-11-08 08:08:14;0,3153723;0,03028579;0,000978292;0,8428771;0,003627662;0,009031117;0,05597944;-0,02988161;3;51;38;0;15;26;42;9;62;29;25;2;43;195;111;14;47;91;103;95;81;87;91;97;459;84;1;6;92;9;39;35;14;2;7;1;15;1;0;97;105;113;121;20;108;87;9;2;866;2;0;47;6;18;0;11;48;40,8;9;15,08;71,83;25,04;99744;100502;505,76;662,7;10,84;48,24;0,14;101322;22,91;1;14;82
2025-11-08 08:08:15;0,316214;0,02534785;0,002120923;0,8323132;0,002504608;0,01613862;0,04999832;-0,0250551;5;55;50;1;38;24;32;14;68;25;2;2;45;100;97;28;44;94;97;96;88;85;110;94;653;89;0;4;79;5;45;71;13;4;11;4;19;4;8;95;101;107;99;14;103;92;8;1;894;2;2;39;9;19;2;4;49;40,8;8;13,27;34,74;24,64;99692;100505;464,48;661,59;10,69;48,68;0,23;101323;22,75;1;12;79
2025-11-08 08:08:16;0,3104842;0,01572151;0,001643247;0,5755136;0,005244706;0,1233061;0,2550086;-0,1226172;17;43;37;1;35;19;44;2;54;32;21;5;59;135;103;29;45;91;103;69;96;84;84;92;437;90;1;3;73;12;45;57;14;3;8;6;19;3;8;94;97;91;123;31;107;100;5;1;892;0;2;24;3;15;0;4;47;40,8;8;4,18;29,06;24,68;99689;100506;433,23;668,81;10,69;49,21;0,07;101332;21,88;2;17;73
2025-11-08 08:08:17;0,3442547;0,01179737;0,000480809;0,6969211;0,001669526;0,06917233;0,2368573;-0,06616038;11;62;48;0;15;28;37;7;40;30;25;6;54;50;105;26;46;90;97;72;73;92;89;98;277;66;1;4;75;13;37;67;10;8;11;3;15;2;1;100;107;104;120;7;116;98;5;4;960;0;1;92;11;15;0;10;47;40,8;8;5,36;36,73;24,65;99730;100514;446,5;604,18;11,1;48,7;0,17;101329;22,27;1;14;77
2025-11-08 08:08:18;0,3459775;0,006187267;0,003208587;0,6033847;0,1355867;0,01897531;0,05481167;-0,05583853;10;58;31;1;28;10;34;24;54;29;24;0;58;180;48;16;46;102;99;69;66;97;92;86;200;81;1;4;78;9;45;48;9;5;9;8;18;2;4;106;104;91;129;34;113;88;6;3;825;2;2;53;4;18;0;13;49;40,8;8;12,14;66,73;24,73;99167;100514;434,58;672,23;10,94;47,94;0,15;101324;22,65;2;17;73
2025-11-08 08:08:19;0,3236938;0,02983373;0,01344924;0,716943;0,06779525;0,007105708;0,02734436;-0,04331425;6;43;46;1;41;25;32;24;54;35;20;0;65;163;47;15;51;101;95;90;78;110;108;91;521;72;0;6;74;11;25;46;15;5;14;5;16;2;2;95;104;90;131;17;106;97;9;3;959;1;2;58;6;18;2;3;49;40,8;9;4,89;50,15;25,19;99578;100504;431,02;658,04;11,13;48,67;0,25;101324;22,76;1;14;74
2025-11-08 08:08:20;0,302007;0,06006661;0,002851895;0,875207;0,01294239;0,001662597;0,011822;-0,0528306;11;50;26;1;38;27;35;8;58;32;14;7;42;19;76;24;48;91;92;69;110;104;90;83;702;100;0;10;84;2;19;47;11;4;16;6;18;4;8;97;108;102;107;31;108;113;9;2;913;2;2;28;11;17;1;7;47;40,8;9;21,16;39,41;24,54;99294;100506;460,18;646,23;10,79;47,69;0,09;101328;22,84;1;12;76
2025-11-08 08:08:21;0,2871546;0,07996226;0,000508792;0,7288967;0,04211816;0,000401927;0,00425689;-0,07327118;13;45;31;1;25;16;42;12;39;26;18;2;40;150;54;14;52;106;103;103;102;104;102;81;351;85;0;9;90;12;26;83;9;5;12;4;17;2;10;103;96;79;105;23;101;93;11;6;787;2;1;12;10;19;2;6;47;40,8;8;6,47;57,33;24,99;99607;100512;510,69;680,77;10,99;49,37;0,1;101322;22,44;1;11;77
2025-11-08 08:08:22;0,2802364;0,1643093;0,000121184;0,7855729;0,01199066;0,000395138;0,007858357;-0,1618978;13;39;35;1;31;21;44;4;41;27;3;2;21;118;45;15;46;100;92;80;92;105;85;100;528;99;0;10;65;7;27;95;10;7;17;0;18;4;10;100;103;87;120;20;108;91;6;6;751;1;2;58;6;16;2;12;47;40,8;8;6,29;26,07;24,7;99217;100506;479,51;648,21;10,97;47,75;0,14;101323;22,88;2;11;70
2025-11-08 08:08:23;0,2731974;0,1213235;0,000346564;0,6522167;0,04334218;0,000303587;0,007063346;-0,1136529;10;51;29;0;35;13;32;17;68;28;6;5;58;233;101;23;53;97;96;79;107;83;97;97;352;66;1;4;92;12;24;92;15;7;18;3;19;2;1;94;105;96;111;8;110;106;11;3;950;0;2;10;3;19;0;8;47;40,8;8;4,51;64,92;24,74;99792;100504;471,69;617,47;11,05;48,49;0,2;101328;22,53;1;16;76
2025-11-08 08:08:24;0,2654859;0,1317626;0,000727505;0,5588124;0,08757312;0,000370437;0,003376179;-0,125749;8;53;51;1;23;17;39;21;66;41;20;0;41;17;95;33;50;102;107;84;110;81;105;85;616;96;1;10;63;8;43;97;15;9;10;2;16;0;9;96;102;88;131;32;107;100;6;7;874;0;1;52;10;16;2;5;48;40,8;8;15,33;38,93;24,83;99485;100502;487,73;662,34;11,11;49;0,03;101326;21,96;2;14;75
2025-11-08 08:08:25;0,2492643;0,1278169;0,000820607;0,5437587;0,1165894;0,000352551;0,002137904;-0,1216292;11;40;28;1;20;24;36;13;71;27;14;6;54;175;111;26;46;99;103;101;104;82;97;85;686;94;1;2;93;16;39;43;18;4;7;2;17;3;2;100;106;82;126;6;105;103;11;7;727;1;0;39;5;16;1;10;48;40,8;9;6,9;46,27;24,93;99637;100513;478,12;646,23;10,83;47,74;0,17;101327;22,47;2;13;80
2025-11-08 08:08:26;0,2289255;0,104065;0,000724817;0,6263751;0,07312593;0,000438272;0,003464427;-0,1003697;13;55;46;1;40;20;42;21;63;34;23;6;37;148;52;23;50;101;92;97;97;85;92;100;262;92;0;2;75;17;32;94;13;2;16;3;19;0;4;99;97;101;117;6;110;110;8;7;749;0;2;46;9;14;2;5;48;40,8;8;7,59;6,16;24,56;99400;100514;507,43;594,34;10,56;48,59;0,08;101331;22,03;1;14;80
2025-11-08 08:08:27;0,2066615;0,05671397;0,001754522;0,5917754;0,09309585;0,000390247;0,004484514;-0,07567123;15;63;31;1;35;26;32;13;60;36;1;3;64;163;115;17;46;92;106;67;90;96;104;100;231;74;0;9;89;13;29;55;9;3;14;5;16;1;7;96;103;103;132;13;101;103;6;6;960;0;0;51;11;16;0;10;47;40,8;8;20,31;55,75;24,73;99518;100506;496,87;591,99;10,85;48,5;0,13;101329;21,88;1;14;82
2025-11-08 08:08:28;0,1786128;0,04130644;0,001345373;0,5032526;0,177557;0,000210087;0,005790313;-0,1276352;3;45;38;1;38;32;33;14;53;33;21;1;56;219;45;25;45;103;106;68;66;83;97;88;361;72;1;10;83;5;37;70;12;5;10;6;15;4;2;103;99;110;116;28;109;112;9;1;932;2;0;75;3;14;1;8;48;40,8;8;17,3;47,68;24,62;99150;100505;481,73;666,52;10,77;49,05;0,19;101332;22,86;1;14;76
2025-11-08 08:08:29;0,1560514;0,05388001;0,00094985;0,5031762;0,1496525;0,000259076;0,004810604;-0,08156868;10;56;45;1;26;30;32;6;40;35;20;3;27;161;100;27;50;106;107;105;84;107;110;98;514;90;0;8;73;16;42;93;12;3;10;8;18;0;6;100;106;92;106;20;107;87;4;4;963;1;0;23;3;17;1;3;47;40,8;8;5,95;25,74;24,66;99249;100514;464,78;622,43;10,84;49,09;0,08;101329;22,04;1;17;81
2025-11-08 08:08:30;0,1434087;0,05930585;0,000881101;0,5352705;0,1173471;0,000336623;0,002403466;-0,08217178;3;49;44;1;24;12;41;7;48;38;22;4;41;137;106;18;46;98;98;85;75;98;98;83;611;65;0;2;74;4;31;47;11;8;19;0;16;4;4;95;102;101;113;10;109;110;7;6;765;1;1;74;10;15;1;4;47;40,8;8;2,65;46,91;25,19;99235;100510;444,82;671,34;10,65;48,46;0,15;101331;22,8;2;16;72
2025-11-08 08:08:31;0,1494508;0,09189017;0,000843944;0,5226465;0,1024208;0,000652008;0,001671313;-0,07161411;15;61;49;1;42;22;44;23;48;25;1;3;38;60;117;30;44;96;104;110;102;110;94;96;386;90;0;2;64;13;24;98;15;2;10;6;16;0;5;102;102;106;124;27;115;98;10;2;953;1;0;41;5;15;2;14;48;40,8;9;14,72;3,21;24,91;99300;100502;483,12;629,58;11,04;48,09;0,09;101326;21,78;1;11;83
2025-11-08 08:08:32;0,142156;0,1237167;0,00123058;0,49964;0,08417822;0,000538356;0,002184281;-0,1000326;3;48;45;1;28;31;40;24;70;35;6;1;38;111;85;26;45;98;94;97;75;105;88;90;435;84;0;6;92;17;43;86;17;9;17;1;17;0;2;96;109;105;123;26;103;88;2;5;904;1;0;76;9;17;2;5;47;40,8;9;8,26;71,31;25;99445;100507;495,5;676,62;10,93;48,64;0,11;101327;22,81;1;16;77
2025-11-08 08:08:33;0,1873157;0,074983;0,000501077;0,6647366;0,03184165;0,000386192;0,01050557;-0,0518497;19;41;48;0;35;11;37;25;38;31;15;4;41;122;110;18;51;90;104;110;90;104;107;97;691;85;1;4;68;6;30;65;13;7;15;3;17;2;2;101;103;105;104;32;111;110;9;7;760;2;2;50;10;17;2;8;48;40,8;9;21,32;49,12;25,13;99514;100509;451,91;676,83;10,62;47,7;0,12;101324;22,4;2;16;72
2025-11-08 08:08:34;0,2498444;0,0450206;0,00029443;0,8077053;0,01256505;0,000427538;0,02043075;-0,02682563;19;52;28;0;38;18;33;4;56;39;19;1;47;31;115;30;43;93;99;94;67;109;95;91;602;100;0;5;73;4;30;59;11;9;9;6;19;1;3;102;110;105;127;11;114;114;9;3;692;2;1;17;8;17;1;11;48;40,8;9;17,8;28,97;25,12;99678;100503;430,67;609,79;10,61;48,94;0,21;101325;21,62;2;16;79
2025-11-08 08:08:35;0,2467671;0,08517925;0,001390046;0,6162241;0,04979826;0,000678507;0,006919561;-0,04879685;6;34;41;0;25;24;43;9;63;32;18;6;41;233;84;16;52;94;93;74;92;94;98;90;309;99;0;2;78;9;23;66;18;7;10;4;19;3;7;100;106;94;125;31;109;90;2;2;658;0;1;64;8;15;1;5;48;40,8;9;20,76;54,57;25,27;99563;100511;478,3;654,21;11,07;49,31;0,2;101324;21,62;2;11;78
2025-11-08 08:08:36;0,2341356;0,07955701;0,001459546;0,5428282;0,04793357;0,000763493;0,003000847;-0,01305114;13;60;45;0;33;13;43;22;38;39;19;0;64;215;67;15;44;104;101;67;87;84;105;85;636;97;0;8;93;1;30;70;18;5;13;3;19;3;3;96;108;106;110;20;114;93;5;7;945;1;1;11;3;18;1;6;48;40,8;8;17,5;70,01;25,11;99241;100512;471,25;648,94;11,06;47,91;0,21;101323;21,84;1;11;70
2025-11-08 08:08:37;0,2099403;0,08536596;0,001581173;0,5113213;0,07433996;0,000702811;0,002258243;-0,01177637;11;55;29;0;18;31;36;11;44;28;10;4;24;186;114;14;44;97;93;78;66;84;109;89;521;66;1;4;67;17;27;65;11;4;16;2;17;3;3;99;101;86;111;15;115;110;6;6;762;2;1;67;2;16;0;10;48;40,8;9;6,32;31,21;24,79;99418;100513;447,34;587,35;10,75;48,19;0,13;101331;22,33;1;14;76
2025-11-08 08:08:38;0,1772514;0,08089311;0,001468764;0,5034052;0,08448441;0,000696177;0,0021657;-0,02087173;18;39;35;0;18;17;43;24;64;37;20;4;36;174;46;17;54;105;108;76;90;87;104;96;269;69;1;2;82;7;31;76;12;5;9;3;17;4;0;96;97;84;104;8;116;100;7;7;697;2;1;40;3;15;2;7;49;40,8;8;6,26;0,76;24,93;99827;100510;442,1;667,2;10,96;48,79;0,07;101326;22,52;1;16;79
