time;arousal;angry;disgusted;neutral;sad_x;scared;surprised;valence;edp-anticipation;edp-concentrated;edp-confident;edp-distress;edp-emotional;edp-energetic;edp-hesitation;edp-passionate;edp-stressful;edp-thoughtful;edp-uneasy;emotionplayer-aggression;emotionplayer-energy;emotionplayer-risk;emotionplayer-stress;jq;jqcl;lva-cognitivestress;lva-emotionstress;lva-energystress;lva-globalstress;lva-mentaleffort;lva-sosstress;sos;vol1;vol2;anticipation;atmosphere;cognitivehighlowbalance;concentration;emotionbalance;emotioncognitiveratio;emotionenergybalance;energy;excitement;extremeemotion;hesitation;imagination;mentaleffort;offlinelva-cognitivestress;offlinelva-emotionstress;offlinelva-frgstress;offlinelva-globalstress;offlinelva-riskprobability;offlinelva-riskstress;offlinelva-subjectiveeffortlevel;offlinelva-value;onlinelva;overallcognitiveactivity;oz1;oz2;riskoz;stress;uncertainty;uneasy;voiceenergy;ee_garso_lygis;ee_hih_2;ee_lux_2;ee_saltos_spalvos_kiekis;ee_siltos_spalvos_kiekis;ee_tmp_2;steinel_abs_air_pressure;steinel_abs_air_pressure_2;steinel_co2;steinel_co2_2;steinel_dptmp_2;steinel_hih_2;steinel_lux_2;steinel_rel_air_pressure_2;steinel_tmp_2;steinel_voc_2;breath;heart
2025-11-08 08:05:17;0,01245448;0,07284322;0,002573175;0,5144743;0,1296712;0,001244211;0,007302942;-0,1234494;10;35;33;1;16;25;39;22;71;35;19;1;51;44;117;25;44;105;107;100;95;80;93;90;313;70;0;5;63;14;35;36;14;7;8;5;16;1;5;106;103;76;103;19;111;103;9;1;808;0;2;56;9;15;1;12;49;40,8;9;15,43;6,98;25,24;99298;100503;468,53;652,13;10,85;48,61;0,05;101329;22,56;2;14;72
2025-11-08 08:05:18;0,01117077;0,05081648;0,002210744;0,5309346;0,1243245;0,001263543;0,004610106;-0,1186374;8;63;42;1;29;10;39;24;64;32;24;6;59;51;49;25;50;105;93;78;79;79;94;88;641;82;1;9;71;13;32;37;10;2;12;3;17;2;5;104;102;73;133;11;110;99;6;4;809;0;2;51;6;14;2;13;49;40,8;9;7,53;10,8;24,91;99375;100514;458,04;619,99;10,99;48,21;0,09;101328;22,15;2;13;79
2025-11-08 08:05:19;0,009328892;0,05699649;0,002514842;0,52282;0,1063614;0,001062481;0,004131465;-0,1004193;11;57;47;0;41;33;43;4;72;40;25;1;24;112;85;28;52;94;103;109;72;101;87;96;370;100;0;6;61;4;38;96;14;2;9;1;17;4;9;107;108;73;122;6;103;111;11;2;890;0;1;21;3;17;1;9;49;40,8;8;20,46;13,92;25,11;99472;100511;446,26;603,61;11,15;48,6;0,02;101323;21,82;2;11;79
2025-11-08 08:05:20;0,007776392;0,04669307;0,003132907;0,5213804;0,133938;0,001546203;0,004191497;-0,1293;14;60;32;1;31;18;41;17;42;34;4;0;26;125;90;18;47;106;94;110;94;91;85;81;688;78;0;7;67;3;21;72;7;9;14;6;17;1;9;107;104;80;125;20;113;88;4;1;699;2;1;74;11;18;2;6;48;40,8;9;19,46;38,17;25,06;99570;100511;468,88;614,94;11,18;49,11;0,21;101329;22,27;2;12;74
2025-11-08 08:05:21;0,006460671;0,04274597;0,004321195;0,5133107;0,1672475;0,00100085;0,003462369;-0,1624835;15;41;28;0;17;34;41;25;58;41;7;2;47;188;101;22;50;98;92;105;101;104;89;89;448;69;1;6;91;11;37;97;14;9;17;5;19;0;3;100;102;83;97;32;106;93;3;4;775;1;0;94;4;18;0;10;49;40,8;8;18,4;59,1;24,64;99612;100512;433,13;598,63;10,73;48,45;0,24;101322;22,24;1;15;76
2025-11-08 08:05:22;0,004933119;0,0540561;0,003780019;0,5042735;0,172832;0,00073083;0,002252015;-0,1655323;16;50;49;1;33;16;42;15;56;41;2;0;52;9;45;25;52;93;102;84;87;101;107;92;537;76;0;7;92;2;31;75;16;9;18;7;18;0;2;105;104;81;100;21;108;112;4;0;757;0;2;67;6;16;0;4;49;40,8;8;5,45;19,38;24,61;99501;100506;458,93;668,42;10,94;49,39;0,24;101329;22,21;2;16;78
2025-11-08 08:05:23;0,003497469;0,06031154;0,004899418;0,4514532;0,2651336;0,000741034;0,002033266;-0,2605898;16;58;46;0;35;14;38;22;56;42;12;1;65;23;64;24;43;103;107;84;66;99;102;87;212;77;1;8;64;8;32;50;16;5;12;7;18;4;4;100;100;109;114;16;105;103;3;3;676;1;0;68;6;19;1;13;48;40,8;9;13,81;28,77;25,11;99745;100510;431,44;587,09;10,75;47,74;0,09;101327;22,87;1;13;83
2025-11-08 08:05:24;0,002501086;0,06702079;0,007299797;0,4142086;0,3093084;0,000877575;0,002173659;-0,3052817;11;35;40;0;22;34;34;10;63;25;15;7;25;76;59;15;43;98;91;86;95;100;89;93;728;72;1;7;73;16;23;53;12;8;10;2;18;4;10;94;103;96;134;16;103;103;6;5;690;2;0;56;9;19;1;8;49;40,8;9;11,98;27,05;24,72;99221;100510;445,24;590,54;10,88;47,78;0,04;101330;22,28;2;12;70
2025-11-08 08:05:25;0,001910972;0,06741485;0,006514299;0,4040594;0,3187105;0,001018883;0,002316401;-0,3154506;15;54;39;1;23;16;39;11;51;33;21;6;53;240;82;23;52;103;92;103;96;103;98;89;349;75;1;10;88;17;41;97;18;3;12;4;15;2;1;105;96;79;104;18;107;103;10;5;879;1;1;23;5;14;0;10;48;40,8;8;2,72;29,44;25,19;99792;100505;504,23;667,83;11,19;49,03;0,13;101329;22,3;1;16;74
2025-11-08 08:05:26;0,001355791;0,05229928;0,0055939;0,4639925;0,2543191;0,000763423;0,002377954;-0,2497411;5;45;45;0;26;10;39;15;64;35;11;7;60;175;62;29;45;97;100;106;112;90;101;90;722;99;0;9;71;9;27;49;9;2;15;8;17;0;10;107;99;80;98;24;106;111;4;6;804;2;1;64;12;15;1;12;48;40,8;8;6,59;40,96;25,1;99126;100512;458,24;635,7;10,77;47,75;0,18;101329;22,51;1;14;74
2025-11-08 08:05:27;0,001121342;0,03921295;0,00190991;0,5709538;0,1433764;0,000639246;0,002484133;-0,1403059;15;45;43;1;34;21;36;15;56;37;11;4;62;37;117;14;54;91;94;88;67;81;83;98;426;93;0;7;73;12;44;94;16;3;13;8;15;0;2;106;109;92;130;15;110;95;8;2;866;2;0;29;10;15;2;6;47;40,8;9;11,6;71,79;24,53;99342;100512;467,37;648,31;10,62;47,88;0,06;101329;22,2;1;14;73
2025-11-08 08:05:28;0,003364302;0,05547346;0,000934334;0,5922106;0,1018477;0,000724135;0,001981368;-0,09978288;7;34;44;0;23;18;32;18;49;37;4;6;52;22;49;23;49;100;98;88;93;87;103;94;545;72;1;2;62;17;45;55;14;2;8;2;15;4;5;105;109;89;123;19;115;91;4;1;951;2;2;18;5;16;1;6;47;40,8;9;10,93;16,37;25,13;99476;100509;466,1;624,87;10,91;49,07;0,14;101323;21,65;2;16;76
2025-11-08 08:05:29;0,002548379;0,06626596;0,000506914;0,6047652;0,08361053;0,000813313;0,001846868;-0,08158354;16;59;51;0;15;25;43;6;44;31;11;1;24;21;100;15;43;106;92;104;68;97;95;97;381;90;0;6;75;15;35;48;17;3;17;2;15;3;4;104;103;94;113;22;105;98;6;5;801;2;0;50;9;16;2;12;49;40,8;9;3,67;49,59;24,72;99595;100507;431,75;595,49;10,88;48,83;0,02;101324;21,81;1;14;82
2025-11-08 08:05:30;0,001822124;0,06770566;0,000424441;0,5797085;0,09861653;0,000837709;0,001716439;-0,09622649;11;40;42;0;16;18;41;1;61;35;25;6;27;4;106;29;48;104;95;101;90;85;85;82;420;66;0;7;85;10;39;52;10;7;13;6;18;2;8;98;100;79;132;17;101;113;7;1;695;1;1;47;10;15;2;11;48;40,8;8;20,48;61,47;24,56;99703;100507;510,37;602,6;10,95;48,47;0,14;101323;22,34;2;12;79
2025-11-08 08:05:31;0,00129288;0,09044302;0,000460744;0,542096;0,1060609;0,000891418;0,00177561;-0,1032357;9;61;34;1;37;33;44;3;61;37;19;1;40;229;77;19;46;105;108;74;103;105;99;98;222;98;0;8;62;3;37;55;12;8;8;7;16;4;6;95;99;77;110;26;107;101;10;1;679;1;2;55;6;18;0;5;47;40,8;9;3,35;47,4;25,06;99551;100502;455,11;595,69;10,86;48,85;0;101327;22,81;2;13;79
2025-11-08 08:05:32;0,000917105;0,08651047;0,000701735;0,5596312;0,1206896;0,001217616;0,001837416;-0,1179675;15;57;39;1;34;10;33;15;44;37;17;1;33;212;57;15;47;103;91;92;97;99;97;99;388;71;0;8;68;9;31;45;13;5;7;1;18;3;3;98;100;100;103;6;113;96;2;4;673;0;0;61;4;16;2;11;47;40,8;9;14,33;62,22;24,95;99276;100505;487,07;650,65;10,66;49,18;0,05;101323;21,76;2;12;80
2025-11-08 08:05:33;0,000656073;0,0446257;0,00065623;0,5723441;0,1212993;0,001086903;0,003623462;-0,1169557;9;51;53;1;27;25;39;24;48;34;12;4;25;86;53;30;49;101;100;86;116;97;102;96;270;72;0;9;89;5;33;71;11;2;9;6;18;0;8;103;102;77;121;34;115;100;6;4;897;0;1;25;8;19;2;12;47;40,8;8;15,67;55,07;24,57;99580;100509;471,72;683,19;10,94;47,94;0,05;101325;22,72;1;12;75
2025-11-08 08:05:34;0,2014416;0,0772856;0,000149301;0,823784;0,01903036;0,003125283;0,06194798;-0,07635958;5;64;37;0;24;16;34;3;63;35;22;3;55;122;103;16;48;91;94;90;78;78;107;88;389;74;0;9;92;1;21;59;17;7;10;1;19;1;9;103;101;93;128;23;106;107;2;1;758;0;0;61;5;15;0;12;47;40,8;8;13,16;6,78;24,86;99695;100507;497,66;690,08;11;48,68;0,07;101326;21,75;2;16;77
2025-11-08 08:05:35;0,3281133;0,1225645;0,001098553;0,58073;0,007534972;0,01172361;0,1812772;-0,1221974;17;64;42;0;28;15;34;8;72;40;23;6;62;209;110;28;43;94;102;84;66;110;102;85;654;84;1;8;63;7;28;99;17;6;17;0;16;4;9;103;104;101;131;5;101;102;11;7;957;1;1;32;8;16;0;9;49;40,8;9;18,33;27,5;24,79;99659;100510;498,1;651,32;11,18;49,27;0,23;101324;22,09;1;15;77
2025-11-08 08:05:36;0,3231233;0,03889722;0,05213723;0,6595834;0,04612605;0,006764844;0,03405512;-0,05141326;17;45;31;0;23;15;41;3;58;34;24;7;31;16;105;22;51;101;108;88;106;97;102;87;405;93;0;6;93;17;38;37;11;4;18;6;16;3;0;105;100;95;113;25;104;96;11;6;931;0;0;14;11;19;1;5;47;40,8;8;12,26;40,07;24,89;99453;100514;450;592,39;10,54;47,74;0,13;101324;21,99;2;15;77
2025-11-08 08:05:37;0,3231233;0,03889722;0,05213723;0,6595834;0,04612605;0,006764844;0,03405512;-0,05141326;17;45;31;0;23;15;41;3;58;34;24;7;31;16;105;22;51;101;108;88;106;97;102;87;405;93;0;6;93;17;38;37;11;4;18;6;16;3;0;105;100;95;113;25;104;96;11;6;931;0;0;14;11;19;1;5;47;40,8;8;12,26;40,07;24,89;99453;100514;450;592,39;10,54;47,74;0,13;101324;21,99;2;15;77
2025-11-08 08:05:38;0,3231233;0,03889722;0,05213723;0,6595834;0,04612605;0,006764844;0,03405512;-0,05141326;17;45;31;0;23;15;41;3;58;34;24;7;31;16;105;22;51;101;108;88;106;97;102;87;405;93;0;6;93;17;38;37;11;4;18;6;16;3;0;105;100;95;113;25;104;96;11;6;931;0;0;14;11;19;1;5;47;40,8;8;12,26;40,07;24,89;99453;100514;450;592,39;10,54;47,74;0,13;101324;21,99;2;15;77
2025-11-08 08:05:39;0,4207242;0,05728711;0,005642547;0,7396783;0,004093266;0,005531236;0,06808101;-0,05698672;12;47;44;1;35;15;43;24;55;28;7;0;25;31;76;17;48;93;92;76;95;107;97;87;276;91;0;4;71;10;29;49;13;8;14;7;17;4;2;99;109;90;113;26;101;91;3;2;943;2;2;96;8;17;2;10;49;40,8;8;17,95;4,07;24,95;99447;100511;473,65;653,35;10,56;47,92;0,24;101330;22,29;2;13;80
2025-11-08 08:05:40;0,4276432;0,05013578;0,000856193;0,7627788;0,001969977;0,005621418;0,09158158;-0,04996194;3;53;39;1;32;17;35;14;70;42;19;6;40;228;104;23;52;95;106;92;107;78;86;90;725;100;1;4;71;10;44;51;8;8;9;2;18;3;1;96;104;81;110;34;103;114;7;7;965;2;1;80;4;15;0;4;48;40,8;8;0,62;0,69;24,79;99262;100511;442,47;659,27;10,95;48,8;0,02;101326;21,76;1;16;73
2025-11-08 08:05:41;0,4090171;0,04682465;0,000208095;0,8016222;0,002404816;0,003216848;0,07437023;-0,0467343;13;45;50;0;19;22;41;6;69;33;9;4;45;219;85;15;53;95;98;75;96;107;85;87;516;100;1;4;78;1;22;79;18;6;7;0;18;3;7;107;107;102;117;15;114;102;11;7;793;0;0;55;12;15;1;3;49;40,8;9;0,99;12,43;24,71;99359;100509;482,85;668,66;10,62;48,49;0,05;101331;22,01;2;15;78
2025-11-08 08:05:42;0,3767534;0,04355572;0,000163475;0,6350753;0,001092885;0,01823297;0,2489971;-0,0428583;17;49;37;1;29;22;34;24;57;29;6;7;65;106;51;18;46;104;95;93;77;92;102;82;354;75;0;8;88;2;42;90;17;3;19;3;17;3;6;96;99;75;121;30;106;90;10;1;735;2;1;60;8;17;0;4;47;40,8;9;13,95;36,24;24,59;99861;100513;458,58;599,28;11,09;49,26;0,13;101332;22,1;2;14;77
2025-11-08 08:05:43;0,3424205;0,02999764;0,000116496;0,8119351;0,009070104;0,007439514;0,05424436;-0,02901055;14;61;43;1;41;20;39;8;49;40;25;3;25;174;104;25;45;105;98;95;86;101;101;97;516;77;0;2;79;15;28;88;9;9;13;7;15;1;1;107;97;86;134;12;102;91;8;4;816;0;2;55;10;18;0;11;48;40,8;9;12,54;31,46;24,95;99800;100512;482,82;610,41;11,06;47,76;0,18;101331;21,99;1;15;82
2025-11-08 08:05:44;0,3161156;0,05281578;4,8551E-05;0,7794299;0,005079814;0,003022758;0,01108318;-0,05158746;14;49;36;1;42;9;32;14;52;40;23;4;26;172;55;20;44;91;96;105;91;105;104;84;549;97;0;3;75;6;29;56;16;2;8;0;17;0;1;104;108;108;114;25;108;95;3;6;802;2;2;16;10;17;2;12;48;40,8;9;14,16;56,87;25,07;99187;100507;498,15;688,49;11,19;48,89;0,09;101325;21,65;2;14;82
2025-11-08 08:05:45;0,3039913;0,0404877;5,74511E-05;0,7639047;0,01495828;0,005392036;0,01099028;-0,03975127;12;62;35;1;36;10;33;11;63;35;4;0;57;203;111;33;49;99;103;66;94;86;90;99;580;66;1;7;60;9;34;81;13;5;14;1;18;4;7;101;101;94;114;8;104;104;6;7;943;2;2;47;10;17;1;9;49;40,8;9;16,68;41,02;24,69;99386;100513;471,32;668,36;10,81;47,9;0,15;101331;21,8;1;13;81
2025-11-08 08:05:46;0,2923523;0,04391256;6,47915E-05;0,7902364;0,01006468;0,005913926;0,009884436;-0,04355904;13;63;38;0;27;9;44;6;47;36;24;4;43;3;62;21;47;101;105;75;109;95;91;85;239;91;0;9;70;9;40;48;15;9;18;1;17;0;0;100;97;112;124;8;102;92;5;2;935;2;2;28;8;16;1;13;48;40,8;9;9,06;62,2;24,9;99123;100509;459,51;665,04;10,76;47,98;0,11;101322;22,63;1;12;72
2025-11-08 08:05:47;0,2791042;0,03436302;3,24737E-05;0,8494679;0,007784583;0,003887318;0,007006315;-0,034205;8;44;43;1;34;11;37;1;42;31;13;7;62;147;84;19;51;106;102;106;97;97;90;100;392;65;1;8;84;6;19;93;12;2;14;5;15;0;9;94;102;78;103;19;112;100;10;3;662;2;2;64;7;15;0;13;49;40,8;8;13,9;6,91;24,54;99490;100503;504,19;670,13;10,9;47,77;0,24;101330;22,16;2;12;80
2025-11-08 08:05:48;0,2699187;0,03369561;2,55478E-05;0,8471017;0,01119527;0,004467023;0,006165626;-0,03361349;5;62;37;1;18;13;44;24;75;42;1;6;63;139;77;20;54;97;103;74;94;99;105;85;451;99;0;4;63;7;19;68;17;8;17;7;19;1;8;95;103;92;126;25;107;91;10;5;843;1;2;36;10;18;0;5;48;40,8;8;10,83;38,29;25,17;99145;100503;471,3;631,89;10,95;48,21;0,05;101331;22,83;1;15;71
2025-11-08 08:05:49;0,2633954;0,02821968;3,51402E-05;0,8282937;0,01385568;0,002969292;0,003726983;-0,02804817;8;34;43;0;41;9;32;17;53;39;7;3;64;41;59;18;54;105;92;77;73;86;103;85;245;95;0;2;69;8;36;85;11;5;8;3;17;4;10;103;99;76;134;8;112;113;11;1;764;1;1;84;6;16;2;5;49;40,8;8;13,64;3,09;24,7;99261;100514;457,54;606,27;10,55;49,05;0,09;101324;22,01;2;14;74
2025-11-08 08:05:50;0,2594081;0,04292991;3,59579E-05;0,8056784;0,01075523;0,004290117;0,005020868;-0,04271812;12;39;47;1;37;34;32;3;69;42;16;0;64;180;82;32;43;99;103;108;111;93;90;86;459;64;1;4;88;12;36;70;10;9;11;8;15;4;4;107;110;100;113;31;111;102;5;6;687;2;2;47;12;19;2;9;47;40,8;9;6,3;15,33;24,87;99680;100512;500,87;658,01;10,67;48,46;0,09;101328;21,98;2;11;78
2025-11-08 08:05:51;0,2565311;0,02826649;6,30087E-05;0,7991194;0,01405287;0,002757833;0,004427765;-0,02798276;9;53;35;1;17;28;35;11;51;33;22;3;64;120;96;28;45;100;92;70;84;88;95;99;316;72;0;9;71;4;21;74;13;9;11;6;18;3;2;100;96;87;132;8;103;107;10;4;959;1;0;79;12;19;0;14;49;40,8;9;20,81;62,94;24,8;99893;100505;468,81;623,5;10,72;47,97;0,05;101323;21,85;2;17;80
2025-11-08 08:05:52;0,2671499;0,06675877;5,91831E-05;0,764405;0,01167176;0,003396488;0,009977138;-0,06660689;9;60;46;0;25;31;38;2;43;30;11;2;51;172;70;25;48;95;107;84;76;106;102;84;588;72;1;10;73;8;26;97;13;9;8;6;15;2;8;107;109;106;99;21;112;96;2;4;798;2;0;87;6;19;1;14;49;40,8;8;10,5;64,35;24,63;99314;100502;468,41;600,2;11,05;48,7;0,06;101325;22,57;1;11;80
2025-11-08 08:05:53;0,2643154;0,112711;0,000100715;0,7456081;0,02022112;0,006657879;0,01678436;-0,1125652;7;40;30;1;38;13;32;12;50;37;14;5;21;221;104;28;49;92;100;77;117;99;101;98;528;71;1;2;82;5;38;66;15;7;15;4;17;3;5;95;109;101;129;33;114;105;3;4;964;1;2;28;11;19;0;10;47;40,8;9;17,5;34,47;25,23;99321;100507;478,69;679,84;10,74;49,09;0,03;101329;21,61;2;17;79
2025-11-08 08:05:54;0,2613699;0,1025248;0,000348852;0,6388814;0,05837815;0,00384586;0,01776205;-0,1014973;7;46;33;1;37;26;42;19;47;33;6;5;21;132;76;26;44;92;107;99;97;97;93;96;469;99;1;2;70;13;31;57;10;4;14;8;15;1;2;99;104;108;118;27;107;95;10;7;846;2;0;82;6;18;2;3;49;40,8;9;14,9;3,38;25,17;99757;100507;470,07;636,75;10,87;47,86;0,25;101332;22,32;2;11;75
2025-11-08 08:05:55;0,271337;0,1274957;8,01709E-05;0,733516;0,0301342;0,003694447;0,008659696;-0,1271684;6;60;26;1;26;20;33;23;38;25;1;2;43;120;61;33;46;98;108;91;112;103;95;87;591;85;1;5;78;10;33;68;12;4;11;2;18;1;5;102;102;109;112;33;112;101;4;7;777;1;1;75;2;17;1;4;49;40,8;9;6,47;5,39;24,94;99325;100512;439,54;631,77;10,75;48,54;0,03;101323;21,7;2;12;71
2025-11-08 08:05:56;0,2690969;0,1005414;3,50596E-05;0,8304694;0,009657647;0,002100534;0,0241452;-0,1003825;15;51;40;1;29;21;42;17;51;30;8;5;35;224;96;17;52;95;106;93;111;92;94;91;529;78;1;8;72;11;33;55;14;6;11;6;18;4;6;106;99;96;134;8;113;98;7;0;740;1;0;47;10;19;2;12;48;40,8;9;1,59;67,1;25,21;99788;100514;441,78;616,88;10,54;49,05;0,03;101327;21,67;2;16;83
2025-11-08 08:05:57;0,2650417;0,2278268;0,000346539;0,6967481;0,01536527;0,002569902;0,01655712;-0,2277347;3;60;40;1;34;10;44;10;71;26;18;5;36;58;54;24;54;91;95;107;67;103;97;91;603;80;1;8;72;5;28;58;18;5;18;8;15;1;0;105;103;86;123;13;115;110;9;6;692;2;0;77;3;14;1;7;49;40,8;9;1,3;65,2;25,08;99306;100506;434,33;658,82;10,99;48,06;0,03;101322;22,24;2;12;82
2025-11-08 08:05:58;0,2746661;0,2537667;0,000136187;0,6864831;0,01120791;0,00166182;0,009946099;-0,2537267;3;45;28;1;18;21;38;26;51;36;5;3;47;5;69;25;43;100;104;100;101;78;86;85;692;72;1;4;66;9;23;54;15;7;18;0;16;1;8;107;96;85;109;15;105;111;8;7;889;0;2;35;6;18;0;7;48;40,8;8;9,56;40,85;24,83;99370;100510;482;605,94;10,76;49,06;0,19;101326;22,01;1;17;73
2025-11-08 08:05:59;0,2809013;0,2126428;5,32669E-05;0,7370741;0,00934409;0,00183566;0,008083852;-0,212529;11;46;44;1;15;21;35;23;71;41;4;0;32;19;61;32;53;106;102;101;83;86;102;83;692;86;0;9;62;12;37;81;9;3;10;3;19;2;5;104;100;75;125;23;114;98;4;6;785;0;0;89;10;15;0;13;47;40,8;9;10,53;2,39;24,76;99762;100510;445,64;605,61;11,01;48,41;0,18;101332;22,2;1;16;80
2025-11-08 08:06:00;0,2753245;0,2157393;0,000188932;0,6361549;0,02612375;0,003415431;0,008698139;-0,2154252;8;45;48;0;19;19;35;8;69;36;5;3;33;226;116;32;54;90;99;84;67;99;88;96;368;100;1;8;92;7;25;69;15;7;18;4;15;1;7;98;107;76;118;24;107;105;11;0;779;2;2;30;4;19;2;9;48;40,8;9;4,44;67,34;24,83;99514;100507;443,57;622,4;10,94;49,08;0,14;101332;22,05;1;14;74
2025-11-08 08:06:01;0,2716517;0,1007988;0,005434497;0,7314276;0,03687466;0,003356692;0,01358605;-0,07475217;4;42;49;1;31;21;41;6;58;39;23;2;54;155;93;19;49;98;105;107;83;105;110;82;583;65;0;9;61;11;35;77;14;2;19;5;18;2;3;100;103;91;107;25;101;88;9;6;781;2;1;51;8;17;1;13;48;40,8;9;13,19;22,8;25,06;99620;100513;458,32;662,51;10,56;49,37;0,01;101323;22,1;1;15;73
2025-11-08 08:06:02;0,2762525;0,02626866;0,002172521;0,7617415;0,09383462;0,003342503;0,01496476;-0,08659527;9;44;35;0;21;29;39;7;53;36;12;6;36;93;64;29;49;102;92;107;98;81;98;85;309;69;1;8;71;14;44;60;10;5;17;7;16;3;5;101;110;105;103;11;107;94;6;2;936;2;0;96;5;16;1;5;47;40,8;9;6,8;69,71;24,72;99115;100503;488,21;614,86;10,65;48,85;0,08;101328;22,69;2;11;82
2025-11-08 08:06:03;0,2750558;0,04318237;0,001683292;0,7197142;0,122251;0,04165858;0,0104699;-0,1142273;8;63;37;1;42;12;43;22;51;30;10;0;39;80;57;23;52;97;104;81;89;86;90;91;344;90;0;10;81;6;39;68;7;7;15;2;19;1;1;102;103;79;103;7;102;112;2;3;875;1;1;63;7;16;1;3;48;40,8;9;15,62;42,56;24,57;99894;100502;437,8;672,82;10,75;48,24;0,03;101327;22,69;2;14;73
2025-11-08 08:06:04;0,2633938;0,2350549;0,000664632;0,6320305;0,04721592;0,06586277;0,000999037;-0,2088653;16;40;34;0;24;14;35;1;75;31;17;5;42;47;90;31;52;99;103;83;102;103;98;82;420;70;1;6;60;1;44;91;8;4;19;5;19;2;2;107;98;98;107;20;116;90;4;3;735;1;0;24;3;15;0;5;47;40,8;8;15,97;54,54;24,8;99880;100504;447,23;681,48;10,76;49,36;0,07;101331;21,78;2;14;72
2025-11-08 08:06:05;0,2596579;0,2091314;0,000699644;0,6981806;0,04462184;0,0508892;0,000960753;-0,2005342;14;48;26;1;42;27;32;12;71;41;11;3;62;218;113;14;45;100;99;75;79;92;94;90;661;82;1;2;65;15;25;69;14;9;14;1;16;3;9;95;103;106;103;31;116;108;2;3;806;2;1;38;8;18;0;13;49;40,8;9;18,72;51,67;24,9;99793;100509;496,11;643,96;10,98;48,67;0,15;101323;21,79;1;15;70
2025-11-08 08:06:06;0,2561257;0,2430031;0,000953137;0,6416128;0,04152805;0,02919077;0,002037372;-0,2381586;19;47;44;0;24;13;41;9;38;28;19;4;22;130;100;18;53;100;94;108;110;93;93;85;314;77;1;7;65;9;22;40;10;9;16;4;18;3;7;101;108;79;99;10;111;92;8;6;671;0;1;77;9;17;1;9;49;40,8;8;21,21;28,88;25,2;99104;100504;488,46;593,34;11,14;47,92;0,08;101327;22,44;2;14;70
2025-11-08 08:06:07;0,2536679;0,1811842;0,000271016;0,7975798;0,01936472;0,02722704;0,005254834;-0,1763924;16;36;52;0;40;24;38;10;41;42;21;3;25;135;50;30;54;91;108;74;109;103;86;96;252;65;1;9;93;9;26;83;16;2;10;6;15;0;0;97;96;92;116;5;104;111;8;0;698;0;1;85;11;15;1;9;48;40,8;8;2,84;5,58;24,65;99580;100513;468,36;602,32;11,06;49,12;0,24;101324;22,6;1;15;73
2025-11-08 08:06:08;0,2518392;0,04135096;8,46074E-05;0,8312036;0,005252765;0,01108869;0,08290879;-0,03859568;16;55;36;1;42;31;44;24;51;40;20;5;62;172;59;14;54;93;92;80;94;89;105;93;223;68;0;4;73;14;43;102;13;9;15;4;15;4;9;98;97;109;132;19;109;113;8;1;681;0;0;65;6;18;2;13;49;40,8;8;8,06;11,78;25,13;99230;100513;468,14;616,98;10,96;49,04;0,11;101322;22,48;2;13;77
2025-11-08 08:06:09;0,2702432;0,03267678;0,000900773;0,775869;0,007849914;0,01367007;0,1028373;-0,03161708;6;36;29;0;27;29;42;4;51;38;23;1;38;132;70;20;50;97;91;102;81;82;90;87;401;88;0;10;79;7;19;98;18;9;10;4;18;4;2;97;105;82;101;8;113;107;5;7;741;1;1;77;2;15;2;11;47;40,8;8;12,22;17,43;25,27;99757;100513;445,57;613,61;10,85;48,99;0,14;101323;21,8;1;15;79
2025-11-08 08:06:10;0,2997809;0,02815302;0,000537117;0,7627833;0,00594573;0,01064363;0,09329365;-0,0273448;14;58;46;1;17;15;38;21;59;27;17;7;64;142;59;16;49;102;93;93;86;81;100;96;430;99;1;3;83;9;26;74;8;5;13;4;17;2;7;107;97;86;117;29;112;98;11;6;926;2;2;33;5;14;0;6;49;40,8;9;6,94;60,51;25,24;99272;100508;441,41;624,43;10,95;48,7;0,07;101329;22,56;2;17;83
2025-11-08 08:06:11;0,3350126;0,03535612;0,000673073;0,6679945;0,00252109;0,02517983;0,2471365;-0,03517648;19;44;34;0;34;18;37;10;70;34;6;6;24;135;67;29;53;91;95;75;70;100;86;84;381;66;0;8;78;16;37;40;7;9;13;0;16;1;6;105;97;105;109;30;106;95;6;5;940;1;2;20;4;15;2;5;47;40,8;8;10,15;28,21;24,56;99710;100503;497,98;586,24;11,12;48,26;0,21;101332;21,73;1;11;82
2025-11-08 08:06:12;0,3809222;0,03170517;0,000449471;0,6779119;0,002973053;0,02123016;0,2652803;-0,03157423;8;53;52;1;29;27;42;10;63;42;2;2;40;147;102;18;43;93;91;91;78;83;97;97;322;92;1;8;65;7;32;64;11;6;11;6;18;3;1;100;97;93;110;20;116;92;3;4;924;2;0;16;7;17;0;11;49;40,8;9;5,82;65;24,87;99103;100506;429,73;652,67;10,89;47,89;0,05;101329;22,42;2;16;71
2025-11-08 08:06:13;0,4118312;0,02557376;0,000599903;0,6411871;0,006895089;0,01423492;0,2746808;-0,02526013;17;34;25;1;17;9;44;1;62;26;13;0;32;158;105;32;44;105;97;100;107;86;90;87;533;68;0;8;62;8;42;96;17;8;8;6;19;0;7;101;106;104;123;34;109;97;2;7;713;0;1;25;12;19;2;3;48;40,8;8;5,39;24,05;24,73;99324;100511;431,47;625,67;10,76;47,92;0,02;101329;22,42;2;16;77
