PM2/sensor/ee_garso_lygis/state,PM2/sensor/ee_hih_2/state,PM2/sensor/ee_lux_2/state,PM2/sensor/ee_saltos_spalvos_kiekis/state,PM2/sensor/ee_siltos_spalvos_kiekis/state,PM2/sensor/ee_tmp_2/state,PM2/sensor/steinel_abs_air_pressure/state,PM2/sensor/steinel_abs_air_pressure_2/state,PM2/sensor/steinel_co2/state,PM2/sensor/steinel_co2_2/state,PM2/sensor/steinel_dptmp_2/state,PM2/sensor/steinel_hih_2/state,PM2/sensor/steinel_lux_2/state,PM2/sensor/steinel_rel_air_pressure_2/state,PM2/sensor/steinel_tmp_2/state,PM2/sensor/steinel_voc_2/state
47.0,40.8,9.0,0.0,0.0,24.509999999999998,99095.0,100502.75,427.84,586.16,10.545,47.68,0.0,101322.8,21.61,1.0
49.0,40.8,9.0,21.75,72.5,25.28,99906.0,100514.0,512.0,690.4,11.19,49.4,0.25,101331.2,22.91,2.0
48.44043932932173,40.894999999999996,9.090909090909092,11.109756097560975,34.6144578313253,24.87818181818182,99564.05763367172,100507.62837837837,479.2378739624629,630.8590163934426,10.877658227848102,48.79009523809524,0.26785714285714285,101326.68757763975,22.180833333333332,1.5104166666666667
45.0,40.8,9.0,0.0,0.0,23.44,97846.0,100493.0,297.92,574.72,10.35,47.68,0.0,101315.1,20.94,0.0
66.0,42.84,11.0,47.0,100.0,25.28,101839.0,100520.0,996.48,693.76,11.25,51.08,2.0,101337.4,22.94,3.0
